ingredeint_id,ingredient_name,ingredient_image_url
1839,Kabuli,
1840,Chana,
1841,soaked,
1842,overnight,
1843,and,
1844,cooked,
1845,Brjal,
1846,wedges,
1847,ml,
1848,Coconut,
1849,milk,
1850,Tomaes,
1851,quartered,
1852,Onion,
1853,fely,
1854,chopped,
1855,Dry,
1856,Red,
1857,Chillies,
1858,Curry,
1859,leaves,
1860,roughly,
1861,rn,
1862,Turmeric,
1863,powder,
1864,Garam,
1865,mala,
1866,powder,
1867,Ciander,
1868,Powder,
1869,Red,
1870,Chilli,
1871,powder,
1872,s,
1873,Oil,
1874,Salt,
1875,Bhdi,
1876,ch,
1877,Potaes,
1878,ch,
1879,wedges,
1880,Turmeric,
1881,powder,
1882,Red,
1883,Chilli,
1884,powder,
1885,Salt,
1886,Mustard,
1887,oil,
1888,cookg,
1889,To,
1890,Be,
1891,Ground,
1892,To,
1893,Pte,
1894,s,
1895,Poppy,
1896,seeds,
1897,Mustard,
1898,seeds,
1899,Brjal,
1900,Tamard,
1901,Pte,
1902,big,
1903,lemon,
1904,size,
1905,Onions,
1906,sliced,
1907,th+,
1908,chopped,
1909,fely,
1910,Ingredients,
1911,Rot,
1912,&,
1913,Grd,
1914,Fresh,
1915,Red,
1916,Chilli,
1917,dry,
1918,rot,
1919,and,
1920,ground,
1921,s,
1922,Raw,
1923,Peanuts,
1924,s,
1925,Sesame,
1926,seeds,
1927,s,
1928,Fresh,
1929,coconut,
1930,dessicated,
1931,coconut,
1932,s,
1933,Ciander,
1934,Seeds,
1935,Cum,
1936,seeds,
1937,Cardamom,
1938,PodsSeeds,
1939,Garlic,
1940,Chana,
1941,dal,
1942,Gram,
1943,Ingredients,
1944,TadkaOil,
1945,required,
1946,Bay,
1947,leaf,
1948,Cum,
1949,seeds,
1950,Curry,
1951,leaves,
1952,Ingredients,
1953,gatte,
1954,flour,
1955,Gram,
1956,flour,
1957,Ajwa,
1958,Red,
1959,Chilli,
1960,powder,
1961,s,
1962,Curd,
1963,Oil,
1964,Salt,
1965,Ingredients,
1966,Sabzi,
1967,Green,
1968,Bell,
1969,Pepper,
1970,cubes,
1971,Cum,
1972,seeds,
1973,Asafoetida,
1974,Turmeric,
1975,powder,
1976,Red,
1977,Chilli,
1978,powder,
1979,Garam,
1980,mala,
1981,powder,
1982,Amchur,
1983,Mango,
1984,Ciander,
1985,Powder,
1986,Ciander,
1987,Powder,
1988,Salt,
1989,Ciander,
1990,Leaves,
1991,chopped,
1992,Oil,
1993,Spach,
1994,Leaves,
1995,bunches,
1996,whed,
1997,and,
1998,chopped,
1999,s,
2000,Arhar,
2001,dal,
2002,To,
2003,Fresh,
2004,coconut,
2005,grated,
2006,Green,
2007,Chillies,
2008,Ciander,
2009,Leaves,
2010,Salt,
2011,Ingredients,
2012,seong,
2013,Ghee,
2014,Mustard,
2015,seeds,
2016,Cum,
2017,seeds,
2018,Asafoetida,
2019,Curry,
2020,leaves,
2021,Walkg,
2022,Catfish,
2023,thoughly,
2024,cleaned,
2025,cloves,
2026,Garlic,
2027,crushed ,
2028,Green,
2029,Chillies,
2030,slit,
2031,Turmeric,
2032,powder,
2033,Mustard,
2034,oil,
2035,cook,
2036,Salt,
2037,Black,
2038,pepper,
2039,powder,
2040,s,
2041,Curry,
2042,leaves,
2043,Hot,
2044,water,
2045,Dried,
2046,Green,
2047,Pe,
2048,soaked,
2049,overnight,
2050,Jaggery,
2051,Tamard,
2052,Water,
2053,Salt,
2054,Oil,
2055,Ingredients,
2056,rot,
2057,&,
2058,Grd,
2059,Onion,
2060,chopped,
2061,Fresh,
2062,coconut,
2063,grated,
2064,Dry,
2065,Red,
2066,Chillies,
2067,Ciander,
2068,Seeds,
2069,Cloves,
2070,Cum,
2071,seeds,
2072,Fennel,
2073,seeds,
2074,ch,
2075,Cnamon,
2076,Stick,
2077,Sichuan,
2078,peppercns,
2079,cloves,
2080,Garlic,
2081,ch,
2082,Gger,
2083,chopped,
2084,Nutmeg,
2085,Star,
2086,anise,
2087,Turmeric,
2088,powder,
2089,Onions,
2090,thly,
2091,sliced,
2092,Gger,
2093,chopped,
2094,Garlic,
2095,cloves,
2096,Green,
2097,Chillies,
2098,rice,
2099,Bay,
2100,leaves,
2101,rn,
2102,Cardamom,
2103,PodsSeeds,
2104,ch,
2105,Cnamon,
2106,Stick,
2107,Cloves,
2108,s,
2109,Bmati,
2110,rice,
2111,whed,
2112,and,
2113,soaked,
2114,mutes,
2115,Salt,
2116,Ingredients,
2117,marate,
2118,Mutn,
2119,curry,
2120,Hung,
2121,Curd,
2122,Gger,
2123,Garlic,
2124,Pte,
2125,Red,
2126,Chilli,
2127,powder,
2128,Turmeric,
2129,powder,
2130,Garam,
2131,mala,
2132,powder,
2133,Salt,
2134,Or,
2135,Ingredients,
2136,Bay,
2137,leaves,
2138,ch,
2139,Cnamon,
2140,Stick,
2141,Cloves,
2142,Mace,
2143,Dagad,
2144,phool,
2145,phoolblack,
2146,sne,
2147,Red,
2148,Chilli,
2149,powder,
2150,Garam,
2151,mala,
2152,powder,
2153,Tomaes,
2154,fely,
2155,chopped,
2156,Mt,
2157,Leaves,
2158,chopped,
2159,Salt,
2160,Milk,
2161,Saffron,
2162,strands,
2163,a,
2164,few,
2165,s,
2166,Oil,
2167,Ghee,
2168,s,
2169,Whole,
2170,Wheat,
2171,Flour,
2172,sealg,
2173,vessel,
2174,Spach,
2175,Leaves,
2176,Tomaes,
2177,diced,
2178,Phool,
2179,Makhana,
2180,Cum,
2181,seeds,
2182,Garam,
2183,mala,
2184,powder,
2185,Red,
2186,Chilli,
2187,powder,
2188,Turmeric,
2189,powder,
2190,Cnamon,
2191,Stick,
2192,Milk,
2193,Ghee,
2194,Salt,
2195,Bimbla,
2196,Cup,
2197,Fresh,
2198,coconut,
2199,grated,
2200,Red,
2201,Chilli,
2202,powder,
2203,Turmeric,
2204,powder,
2205,Grams,
2206,Jaggery,
2207,adjust,
2208,accdg,
2209,your,
2210,Tablespoon,
2211,Oil,
2212,Methi,
2213,Seeds,
2214,White,
2215,Urad,
2216,Dal,
2217,Mustard,
2218,seeds,
2219,Curry,
2220,leaves,
2221,Asafoetida,
2222,a,
2223,Salt,
2224,Mustard,
2225,greens,
2226,whed,
2227,and,
2228,roughly,
2229,chopped,
2230,Spach,
2231,Leaves,
2232,whed,
2233,and,
2234,roughly,
2235,chopped,
2236,Bathua,
2237,leaves,
2238,whed,
2239,and,
2240,roughly,
2241,chopped,
2242,Makki,
2243,Ka,
2244,Atta,
2245,Cn,
2246,Meal,
2247,ch,
2248,Gger,
2249,fely,
2250,chopped,
2251,cloves,
2252,Garlic,
2253,fely,
2254,chopped,
2255,Onion,
2256,thly,
2257,sliced,
2258,Green,
2259,Chillies,
2260,slit,
2261,half,
2262,Red,
2263,Chilli,
2264,powder,
2265,Garam,
2266,mala,
2267,powder,
2268,Ciander,
2269,Powder,
2270,Salt,
2271,s,
2272,Ghee,
2273,Sm,
2274,Brjal,
2275,Ciander,
2276,Leaves,
2277,chopped,
2278,Green,
2279,Chillies,
2280,chopped,
2281,Salt,
2282,s,
2283,Oil,
2284,stuffg,
2285,Broccoli,
2286,Onion,
2287,Ciander,
2288,Powder,
2289,Salt,
2290,per,
2291,Red,
2292,Chilli,
2293,powder,
2294,Garam,
2295,mala,
2296,powder,
2297,Cum,
2298,powder,
2299,Oil,
2300,dough,
2301,s,
2302,Whole,
2303,Wheat,
2304,Flour,
2305,Salt,
2306,Water,
2307,required,
2308,Oil,
2309,ghee,
2310,fryg,
2311,paratha,
2312,Chicken,
2313,drumstick,
2314,sm,
2315,Potaes,
2316,sk,
2317,peeled,
2318,and,
2319,cubed,
2320,Cardamom,
2321,PodsSeeds,
2322,ch,
2323,Cnamon,
2324,Stick,
2325,Cum,
2326,seeds,
2327,Onion,
2328,sliced,
2329,Turmeric,
2330,powder,
2331,Lemon,
2332,juice,
2333,Garam,
2334,mala,
2335,powder,
2336,Amchur,
2337,Mango,
2338,Curd,
2339,Salt,
2340,To,
2341,grd,
2342,Onions,
2343,sliced,
2344,Toma,
2345,chopped,
2346,Ciander,
2347,Leaves,
2348,ch,
2349,Gger,
2350,chopped,
2351,cloves,
2352,Garlic,
2353,Green,
2354,Chilli,
2355,chopped ,
2356,kg,
2357,Chicken,
2358,Red,
2359,Chilli,
2360,powder,
2361,Turmeric,
2362,powder,
2363,Ciander,
2364,Seeds,
2365,Cum,
2366,seeds,
2367,ch,
2368,Cnamon,
2369,Stick,
2370,Cloves,
2371,Poppy,
2372,seeds,
2373,roted,
2374,Garlic,
2375,mced,
2376,Gger,
2377,mced,
2378,Green,
2379,Chillies,
2380,Salt,
2381,Oil,
2382,Onion,
2383,chopped,
2384,Fresh,
2385,coconut,
2386,grated,
2387,Tamard,
2388,Pte,
2389,Ciander,
2390,Leaves,
2391,garnish,
2392,Karela,
2393,Gourd,
2394,sm,
2395,cubes,
2396,Potaes,
2397,sm,
2398,cubes,
2399,Mustard,
2400,seeds,
2401,Fresh,
2402,coconut,
2403,grated,
2404,Ciander,
2405,Seeds,
2406,White,
2407,Urad,
2408,Dal,
2409,Dry,
2410,Red,
2411,Chilli,
2412,Methi,
2413,Seeds,
2414,Tamard,
2415,Water,
2416,Salt,
2417,Sm,
2418,Brjal,
2419,Arhar,
2420,dal,
2421,To,
2422,Tamard,
2423,Water,
2424,Turmeric,
2425,powder,
2426,Mustard,
2427,seeds,
2428,Curry,
2429,leaves,
2430,fely,
2431,chopped,
2432,Salt,
2433,Sesame,
2434,Oil,
2435,Ingredients,
2436,Pitlai,
2437,Podi,
2438,s,
2439,Chana,
2440,dal,
2441,Gram,
2442,White,
2443,Urad,
2444,Dal,
2445,s,
2446,Ciander,
2447,Seeds,
2448,Whole,
2449,Black,
2450,Peppercns,
2451,black,
2452,pepper ,
2453,Dry,
2454,Red,
2455,Chillies,
2456,Fresh,
2457,coconut,
2458,grated,
2459,Asafoetida,
2460,Bmati,
2461,rice,
2462,Chana,
2463,dal,
2464,Gram,
2465,Onions,
2466,thly,
2467,sliced,
2468,Tomaes,
2469,fely,
2470,chopped,
2471,Dry,
2472,Red,
2473,Chillies,
2474,Green,
2475,Chillies,
2476,fely,
2477,chopped,
2478,Garam,
2479,mala,
2480,powder,
2481,pulao,
2482,Turmeric,
2483,powder,
2484,Lemon,
2485,juice,
2486,Cum,
2487,seeds,
2488,Oil,
2489,Salt,
2490,Cabbage,
2491,Gobi,
2492,thly,
2493,sliced,
2494,diced,
2495,Mustard,
2496,seeds,
2497,Cum,
2498,seeds,
2499,Green,
2500,Chillies,
2501,slit,
2502,Tomaes,
2503,fely,
2504,chopped,
2505,Turmeric,
2506,powder,
2507,Ciander,
2508,Powder,
2509,Red,
2510,Chilli,
2511,powder,
2512,Salt,
2513,Oil,
2514,Ciander,
2515,Leaves,
2516,chopped,
2517,s,
2518,Vellai,
2519,Poosanikai,
2520,gourdWhite,
2521,diced,
2522,cubes,
2523,Yellow,
2524,Moong,
2525,Dal,
2526,s,
2527,Chana,
2528,dal,
2529,Gram,
2530,Tamard,
2531,lemon,
2532,sized,
2533,Turmeric,
2534,powder,
2535,Mustard,
2536,seeds,
2537,White,
2538,Urad,
2539,Dal,
2540,Curry,
2541,leaves,
2542,Oil,
2543,Salt,
2544,per,
2545,your,
2546,To rot,
2547,and,
2548,grd:,
2549,White,
2550,Urad,
2551,Dal,
2552,Chana,
2553,dal,
2554,Gram,
2555,Ciander,
2556,Seeds,
2557,Dry,
2558,Red,
2559,Chillies,
2560,Fresh,
2561,coconut,
2562,grated,
2563,Mango,
2564,pte,
2565,Mustard,
2566,seeds,
2567,White,
2568,Urad,
2569,Dal,
2570,Chana,
2571,dal,
2572,Gram,
2573,Curry,
2574,leaves,
2575,s,
2576,Raw,
2577,Peanuts,
2578,Jaggery,
2579,Asafoetida,
2580,s,
2581,Oil,
2582,Ingredients,
2583,mala,
2584,s,
2585,Black,
2586,sesame,
2587,seeds,
2588,Dry,
2589,Red,
2590,Chillies,
2591,s,
2592,Ciander,
2593,Seeds,
2594,Mustard,
2595,seeds,
2596,Methi,
2597,Seeds,
2598,s,
2599,Cum,
2600,seeds,
2601,Whole,
2602,Black,
2603,Peppercns,
2604,Tomaes,
2605,fely,
2606,chopped,
2607,Green,
2608,Chillies,
2609,chopped,
2610,Turmeric,
2611,powder,
2612,Red,
2613,Chilli,
2614,powder,
2615,Salt,
2616,Coconut,
2617,Oil,
2618,Mustard,
2619,seeds,
2620,Curry,
2621,leaves,
2622,ground,
2623,mixture,
2624,Fresh,
2625,coconut,
2626,chopped,
2627,Cum,
2628,seeds,
2629,Pearl,
2630,onions,
2631,halved,
2632,Mango,
2633,pte,
2634,Mustard,
2635,seeds,
2636,White,
2637,Urad,
2638,Dal,
2639,Chana,
2640,dal,
2641,Gram,
2642,Curry,
2643,leaves,
2644,s,
2645,Raw,
2646,Peanuts,
2647,Jaggery,
2648,Asafoetida,
2649,s,
2650,Oil,
2651,Ingredients,
2652,mala,
2653,s,
2654,Black,
2655,sesame,
2656,seeds,
2657,Dry,
2658,Red,
2659,Chillies,
2660,s,
2661,Ciander,
2662,Seeds,
2663,Mustard,
2664,seeds,
2665,Methi,
2666,Seeds,
2667,s,
2668,Cum,
2669,seeds,
2670,Whole,
2671,Black,
2672,Peppercns,
2673,Tomaes,
2674,fely,
2675,chopped,
2676,Green,
2677,Chillies,
2678,chopped,
2679,Turmeric,
2680,powder,
2681,Red,
2682,Chilli,
2683,powder,
2684,Salt,
2685,Coconut,
2686,Oil,
2687,Mustard,
2688,seeds,
2689,Curry,
2690,leaves,
2691,ground,
2692,mixture,
2693,Fresh,
2694,coconut,
2695,chopped,
2696,Cum,
2697,seeds,
2698,Pearl,
2699,onions,
2700,halved,
2701,Ridge,
2702,Gourd,
2703,peeled,
2704,and,
2705,chopped,
2706,sm,
2707,notes,
2708,at,
2709,s,
2710,Mustard,
2711,seeds,
2712,Curry,
2713,leaves,
2714,Green,
2715,Chillies,
2716,slit,
2717,Fresh,
2718,coconut,
2719,grated,
2720,Asafoetida,
2721,a,
2722,Curd,
2723,a,
2724,day,
2725,old,
2726,and,
2727,slightly,
2728,Salt,
2729,required,
2730,Water,
2731,Raw,
2732,Banana,
2733,Green,
2734,pe,
2735,boiled,
2736,Cum,
2737,seeds,
2738,Green,
2739,Chilli,
2740,slit,
2741,Turmeric,
2742,powder,
2743,Ciander,
2744,Powder,
2745,Cum,
2746,powder,
2747,Amchur,
2748,Mango,
2749,s,
2750,Lemon,
2751,Garam,
2752,mala,
2753,powder,
2754,Oil,
2755,Ciander,
2756,Leaves,
2757,chopped,
2758,Salt,
2759,s,
2760,Yellow,
2761,Moong,
2762,Dal,
2763,Onion,
2764,chopped,
2765,Turmeric,
2766,powder,
2767,Ciander,
2768,Leaves,
2769,chopped,
2770,Salt,
2771,Mala,
2772,Grd,
2773,ch,
2774,Cnamon,
2775,Stick,
2776,Cardamom,
2777,Powder,
2778,Cloves,
2779,Dry,
2780,Red,
2781,Chillies,
2782,Whole,
2783,Black,
2784,Peppercns,
2785,Cum,
2786,seeds,
2787,The,
2788,Dough,
2789,s,
2790,All,
2791,Purpose,
2792,Flour,
2793,Water,
2794,water,
2795,The,
2796,Fillg,
2797,Black,
2798,Urad,
2799,Dal,
2800,Cum,
2801,seeds,
2802,Fennel,
2803,seeds,
2804,Khmiri,
2805,Red,
2806,Chilli,
2807,Powder,
2808,Garam,
2809,mala,
2810,powder,
2811,Gger,
2812,Sugar,
2813,Salt,
2814,Oil,
2815,deep,
2816,fryg,
2817,Green,
2818,Moong,
2819,Sprouts,
2820,Fresh,
2821,coconut,
2822,grated,
2823,Whole,
2824,Black,
2825,Peppercns,
2826,Dry,
2827,Red,
2828,Chillies,
2829,Ciander,
2830,Seeds,
2831,Turmeric,
2832,powder,
2833,Tamard,
2834,marble,
2835,sized,
2836,b,
2837,Mustard,
2838,seeds,
2839,Curry,
2840,leaves,
2841,Asafoetida,
2842,Jaggery,
2843,grated,
2844,Oil,
2845,Raw,
2846,Banana,
2847,Onion,
2848,fely,
2849,chopped,
2850,s,
2851,Fresh,
2852,coconut,
2853,grated,
2854,Turmeric,
2855,powder,
2856,Red,
2857,Chilli,
2858,powder,
2859,Asafoetida,
2860,Salt,
2861,Oil,
2862,Kabuli,
2863,Chana,
2864,soaked,
2865,water,
2866,overnight,
2867,and,
2868,boile,
2869,Mustard,
2870,seeds,
2871,Curry,
2872,leaves,
2873,Cloves,
2874,fely,
2875,chopped,
2876,Onion,
2877,chopped,
2878,Fresh,
2879,coconut,
2880,grated,
2881,Tamard,
2882,Water,
2883,Oil,
2884,cookg,
2885,Salt,
2886, ,
2887,Bafat,
2888,Powder,
2889,&,
2890,Byadagi,
2891,Dried,
2892,Chillies,
2893,Ciander,
2894,Seeds,
2895,Cum,
2896,seeds,
2897,Whole,
2898,Black,
2899,Peppercns,
2900,Turmeric,
2901,powder,
2902,Drumstick,
2903,ch,
2904,long,
2905,Brjal,
2906,Mustard,
2907,seeds,
2908,Urad,
2909,Dal,
2910,Flour,
2911,Salt,
2912,Oil,
2913,To,
2914,grd,
2915,Fresh,
2916,coconut,
2917,Dry,
2918,Red,
2919,Chillies,
2920,Ciander,
2921,Seeds,
2922,White,
2923,Urad,
2924,Dal,
2925,Tamard,
2926,Jaggery,
2927,Bajra,
2928,Flour,
2929,Pearl,
2930,soaked,
2931,water,
2932,mutes,
2933,Green,
2934,pe,
2935,Cardamom,
2936,PodsSeeds,
2937,ch,
2938,Cnamon,
2939,Stick,
2940,Bay,
2941,leaf,
2942,s,
2943,Cum,
2944,seeds,
2945,Salt,
2946,Ghee,
2947,cookg,
2948,Potaes,
2949,boiled,
2950,peeled,
2951,and,
2952,roughly,
2953,crumbled,
2954,Onion,
2955,thly,
2956,sliced,
2957,Green,
2958,Chillies,
2959,fely,
2960,chopped,
2961,ch,
2962,Gger,
2963,grated,
2964,cloves,
2965,Garlic,
2966,grated,
2967,Chew,
2968,nuts,
2969,roughly,
2970,chopped,
2971,Gram,
2972,flour,
2973,Turmeric,
2974,powder,
2975,Salt,
2976,Few,
2977,Ciander,
2978,Leaves,
2979,fely,
2980,chopped,
2981,s,
2982,Sesame,
2983,Oil,
2984,Mustard,
2985,seeds,
2986,Chana,
2987,dal,
2988,Gram,
2989,Curry,
2990,leaves,
2991,Carrots,
2992,Methi,
2993,Leaves,
2994,tightly,
2995,packed,
2996,Onion,
2997,fely,
2998,chopped,
2999,Cum,
3000,seeds,
3001,Asafoetida,
3002,A,
3003,Red,
3004,Chilli,
3005,powder,
3006,Ciander,
3007,Powder,
3008,Turmeric,
3009,powder,
3010,Amchur,
3011,Mango,
3012,Salt,
3013,s,
3014,Oil,
3015,Bhdi,
3016,ch,
3017,Salt,
3018,s,
3019,Oil,
3020,Ingredients,
3021,mala,
3022,Fresh,
3023,coconut,
3024,grated,
3025,Methi,
3026,Seeds,
3027,Cum,
3028,seeds,
3029,Dry,
3030,Red,
3031,Chillies,
3032,Ciander,
3033,Seeds,
3034,s,
3035,Sesame,
3036,seeds,
3037,s,
3038,Rice,
3039,cloves,
3040,Garlic,
3041,Tamard,
3042,Water,
3043,Turmeric,
3044,powder,
3045,s,
3046,Jaggery,
3047,Water,
3048,seong,
3049,Oil,
3050,Mustard,
3051,seeds,
3052,SSP,
3053,Asafoetida,
3054,Dry,
3055,Red,
3056,Chillies,
3057,Curry,
3058,leaves,
3059,Onions,
3060,fely,
3061,chopped,
3062,Tomaes,
3063,fely,
3064,chopped,
3065,ch,
3066,Cnamon,
3067,Stick,
3068,Cum,
3069,seeds,
3070,Star,
3071,anise,
3072,s,
3073,Sambar,
3074,Powder,
3075,Salt,
3076,per,
3077,your,
3078,s,
3079,Ghee,
3080,To,
3081,grd,
3082,s,
3083,Roted,
3084,Gram,
3085,Dal,
3086,s,
3087,Fresh,
3088,coconut,
3089,grated,
3090,Green,
3091,Chillies,
3092,Fennel,
3093,seeds,
3094,Water,
3095,s,
3096,Peapple,
3097,Chopped,
3098,chunks,
3099,after,
3100,discardg,
3101,middle,
3102,ption,
3103,and,
3104,ty,
3105,thns,
3106,that,
3107,appear,
3108,on,
3109,sides.,
3110,Dried,
3111,YellowWhite,
3112,Pe,
3113,Onion,
3114,fely,
3115,chopped,
3116,Turmeric,
3117,powder,
3118,s,
3119,Jaggery,
3120,Salt,
3121,Oil,
3122,Mustard,
3123,seeds,
3124,Asafoetida,
3125,pte,
3126,:,
3127,s,
3128,Ciander,
3129,Seeds,
3130,Dry,
3131,Red,
3132,Chillies,
3133,Oil,
3134,Fresh,
3135,coconut,
3136,grated,
3137,Whole,
3138,Eggs,
3139,Onion,
3140,Toma,
3141,Gger,
3142,Garlic,
3143,Pte,
3144,Cum,
3145,seeds,
3146,Turmeric,
3147,powder,
3148,a,
3149,Red,
3150,Chilli,
3151,powder,
3152,Ciander,
3153,Powder,
3154,Garam,
3155,mala,
3156,powder,
3157,Salt,
3158,required,
3159,s,
3160,Oil,
3161,Bay,
3162,leaf,
3163,grdg,
3164,Onion,
3165,cloves,
3166,Garlic,
3167,Mt,
3168,Leaves,
3169,handful,
3170,Fresh,
3171,coconut,
3172,Ciander,
3173,Seeds,
3174,ch,
3175,Cnamon,
3176,Stick,
3177,Cloves,
3178,Fennel,
3179,seeds,
3180,Whole,
3181,Black,
3182,Peppercns,
3183,Star,
3184,anise,
3185,s,
3186,Oil,
3187,Ki,
3188,Gsi,
3189,Mala,
3190,Pte,
3191,Onion,
3192,roughly,
3193,chopped,
3194,cloves,
3195,Garlic,
3196,Byadagi,
3197,Dried,
3198,Chillies,
3199,you,
3200,can,
3201,use,
3202,khmiri,
3203,chillies,
3204,and,
3205,sm,
3206,red,
3207,Ciander,
3208,Seeds,
3209,Cum,
3210,seeds,
3211,Methi,
3212,Seeds,
3213,Whole,
3214,Black,
3215,Peppercns,
3216,Tamard,
3217,lemon,
3218,sized,
3219,Fresh,
3220,coconut,
3221,grated,
3222,Ghee,
3223,curry,
3224,Paneer,
3225,Cottage,
3226,cubes,
3227,Onion,
3228,fely,
3229,sliced,
3230,Salt,
3231,Turmeric,
3232,powder,
3233,Coconut,
3234,milk,
3235,thick,
3236,Coconut,
3237,milk,
3238,th,
3239,:,
3240,Ghee,
3241,ch,
3242,Cnamon,
3243,Stick,
3244,Cloves,
3245,Cardamom,
3246,PodsSeeds,
3247,Curry,
3248,leaves,
3249,Carrot,
3250,diced,
3251,Green,
3252,beans,
3253,ch,
3254,Colocia,
3255,root,
3256,sm,
3257,ones,
3258,Green,
3259,pe,
3260,Potaes,
3261,diced,
3262,Bottle,
3263,gourd,
3264,diced,
3265,Green,
3266,Bell,
3267,Pepper,
3268,diced,
3269,Oil,
3270,fry,
3271,Ghee,
3272,Cum,
3273,seeds,
3274,Asafoetida,
3275,a,
3276,Green,
3277,Chillies,
3278,slit,
3279,s,
3280,Gger,
3281,fely,
3282,chopped,
3283,Turmeric,
3284,powder,
3285,Red,
3286,Chilli,
3287,powder,
3288,Cum,
3289,powder,
3290,Amchur,
3291,Mango,
3292,Garam,
3293,mala,
3294,powder,
3295,Ciander,
3296,Leaves,
3297,Homemade,
3298,ma,
3299,puree,
3300,Ciander,
3301,Leaves,
3302,fely,
3303,chopped,
3304,Mt,
3305,Leaves,
3306,fely,
3307,chopped,
3308,Yellow,
3309,Moong,
3310,Dal,
3311,Chayote,
3312,peeled,
3313,and,
3314,diced,
3315,Pota,
3316,peeled,
3317,and,
3318,diced,
3319,Carrot,
3320,peeled,
3321,and,
3322,diced,
3323,Green,
3324,pe,
3325,Green,
3326,Chillies,
3327,slit,
3328,Turmeric,
3329,powder,
3330,Salt,
3331,Curry,
3332,leaves,
3333,a,
3334,Black,
3335,pepper,
3336,powder,
3337,Coconut,
3338,Oil,
3339,Whole,
3340,Wheat,
3341,Flour,
3342,Spach,
3343,Leaves,
3344,pureed,
3345,Water,
3346,required,
3347,make,
3348,pliable,
3349,dough,
3350,The,
3351,Fillg,
3352,Potaes,
3353,boiled,
3354,and,
3355,mhed,
3356,Paneer,
3357,Cottage,
3358,crumbledgrated,
3359,Ciander,
3360,Leaves,
3361,Garam,
3362,mala,
3363,powder,
3364,Salt,
3365,Cum,
3366,powder,
3367,Red,
3368,Chilli,
3369,powder,
3370,chopped,
3371,green,
3372,chillies,
3373,Mixed,
3374,nuts,
3375,chopped,
3376,Sultana,
3377,Raiss,
3378,Ghee,
3379,smear,
3380,Ingredients,
3381,Curry,
3382,Kala,
3383,Chana,
3384,soaked,
3385,overnight,
3386,and,
3387,cooked,
3388,Coconut,
3389,Oil,
3390,Mustard,
3391,seeds,
3392,Curry,
3393,leaves,
3394,fely,
3395,chopped,
3396,Green,
3397,Chillies,
3398,slit,
3399,Pearl,
3400,onions,
3401,fely,
3402,chopped,
3403,cloves,
3404,Garlic,
3405,fely,
3406,chopped,
3407,ch,
3408,Gger,
3409,fely,
3410,chopped,
3411,Homemade,
3412,ma,
3413,puree,
3414,Turmeric,
3415,powder,
3416,Red,
3417,Chilli,
3418,powder,
3419,Salt,
3420,Ingredients,
3421,be,
3422,ground,
3423,pte,
3424,Fresh,
3425,coconut,
3426,s,
3427,Ciander,
3428,Seeds,
3429,Fennel,
3430,seeds,
3431,Lamb,
3432,trotters,
3433,well,
3434,roted,
3435,&,
3436,rsed,
3437,lamb,
3438,trotters,
3439,Turmeric,
3440,powder,
3441,Ciander,
3442,Powder,
3443,s,
3444,Red,
3445,Chilli,
3446,powder,
3447,per,
3448,your,
3449,Rice,
3450,flour,
3451,Salt,
3452,To,
3453,be,
3454,ground,
3455,pte,
3456,Onion,
3457,chopped,
3458,s,
3459,Oil,
3460,Ciander,
3461,Leaves,
3462,ch,
3463,Gger,
3464,cloves,
3465,Garlic,
3466,ch,
3467,Cnamon,
3468,Stick,
3469,Cloves,
3470,Mangalean,
3471,cucumber,
3472,bite,
3473,sized,
3474,. ,
3475,Chana,
3476,dal,
3477,Gram,
3478,Cum,
3479,seeds,
3480,Bay,
3481,leaf,
3482,Gger,
3483,grated,
3484,Toma,
3485,fely,
3486,chopped,
3487,Ciander,
3488,Powder,
3489,Turmeric,
3490,powder,
3491,Red,
3492,Chilli,
3493,powder,
3494,adjust,
3495,accdg,
3496,Sugar,
3497,Ciander,
3498,Leaves,
3499,sm,
3500,bunch,
3501,chopped,
3502,Ingredients,
3503,Seong,
3504,Oil,
3505,Cum,
3506,seeds,
3507,Dry,
3508,Red,
3509,Chillies,
3510,Salt,
3511,Kabuli,
3512,Chana,
3513,soaked,
3514,and,
3515,cooked,
3516,until,
3517,st,
3518,Green,
3519,Bell,
3520,Pepper,
3521,diced,
3522,Onions,
3523,fely,
3524,chopped,
3525,s,
3526,Gger,
3527,Garlic,
3528,Pte,
3529,s,
3530,Ciander,
3531,Powder,
3532,Red,
3533,Chilli,
3534,powder,
3535,Cum,
3536,powder,
3537,Turmeric,
3538,powder,
3539,Kuri,
3540,Methi,
3541,Fenugreek,
3542,Chew,
3543,nuts,
3544,Homemade,
3545,ma,
3546,puree,
3547,Oil,
3548,cookg,
3549,Salt,
3550,Green,
3551,beans,
3552,Chopped,
3553,Carrot,
3554,chopped,
3555,sm,
3556,cubes,
3557,Green,
3558,pe,
3559,chopped,
3560,sm,
3561,cubes,
3562,Pota,
3563,chopped,
3564,sm,
3565,cubes,
3566,Mangalean,
3567,cucumber,
3568,chopped,
3569,sm,
3570,cubes,
3571,Poted,
3572,gourd,
3573,slit,
3574,Green,
3575,Chillies,
3576,slit,
3577,s,
3578,Coconut,
3579,milk,
3580,Mustard,
3581,seeds,
3582,Cum,
3583,seeds,
3584,Dry,
3585,Red,
3586,Chilli,
3587,Coconut,
3588,Oil,
3589,Curry,
3590,leaves,
3591,Elephant,
3592,yam,
